time,data
2018/01/01 19:00:00,1.1821
2018/01/01 19:00:01,2.0396
2018/01/01 19:00:02,2.0396
2018/01/01 19:00:03,1.8252
2018/01/01 19:00:04,0.96773
2018/01/01 19:00:05,-0.10412
2018/01/01 19:00:06,-0.74723
2018/01/01 19:00:07,-1.3903
2018/01/01 19:00:08,-1.6047
2018/01/01 19:00:09,-1.176
2018/01/01 19:00:10,-0.9616
2018/01/01 19:00:11,-1.176
2018/01/01 19:00:12,-1.6047
2018/01/01 19:00:13,-1.8191
2018/01/01 19:00:14,-1.8191
2018/01/01 19:00:15,-1.3903
2018/01/01 19:00:16,-0.9616
2018/01/01 19:00:17,-0.9616
2018/01/01 19:00:18,-0.74723
2018/01/01 19:00:19,-0.31849
2018/01/01 19:00:20,0.11025
2018/01/01 19:00:21,0.32462
2018/01/01 19:00:22,0.53899
2018/01/01 19:00:23,0.32462
2018/01/01 19:00:24,0.32462
2018/01/01 19:00:25,0.32462
2018/01/01 19:00:26,0.53899
2018/01/01 19:00:27,0.32462
2018/01/01 19:00:28,0.11025
2018/01/01 19:00:29,0.11025
2018/01/01 19:00:30,0.32462
2018/01/01 19:00:31,0.32462
2018/01/01 19:00:32,0.32462
2018/01/01 19:00:33,-0.10412
2018/01/01 19:00:34,-0.10412
2018/01/01 19:00:35,-0.10412
2018/01/01 19:00:36,0.32462
2018/01/01 19:00:37,0.96773
2018/01/01 19:00:38,1.1821
2018/01/01 19:00:39,0.75336
2018/01/01 19:00:40,1.1821
2018/01/01 19:00:41,1.8252
2018/01/01 19:00:42,2.0396
2018/01/01 19:00:43,1.3965
2018/01/01 19:00:44,-0.10412
2018/01/01 19:00:45,-0.31849
2018/01/01 19:00:46,-1.176
2018/01/01 19:00:47,-1.176
2018/01/01 19:00:48,-0.9616
2018/01/01 19:00:49,-0.53286
2018/01/01 19:00:50,0.32462
2018/01/01 19:00:51,-0.53286
2018/01/01 19:00:52,-1.6047
2018/01/01 19:00:53,-2.0335
2018/01/01 19:00:54,-1.6047
2018/01/01 19:00:55,-0.53286
2018/01/01 19:00:56,0.32462
2018/01/01 19:00:57,0.53899
2018/01/01 19:00:58,0.53899
2018/01/01 19:00:59,0.53899
2018/01/01 19:01:00,0.75336
2018/01/01 19:01:01,0.75336
2018/01/01 19:01:02,0.53899
2018/01/01 19:01:03,0.32462
2018/01/01 19:01:04,-0.10412
2018/01/01 19:01:05,-0.10412
2018/01/01 19:01:06,0.11025
2018/01/01 19:01:07,0.32462
2018/01/01 19:01:08,0.53899
2018/01/01 19:01:09,0.79921
