time,data
2018/01/01 18:00:00,1.2042
2018/01/01 18:00:01,2.5392
2018/01/01 18:00:02,2.5392
2018/01/01 18:00:03,2.3485
2018/01/01 18:00:04,1.9671
2018/01/01 18:00:05,1.0135
2018/01/01 18:00:06,-0.32149
2018/01/01 18:00:07,-1.0843
2018/01/01 18:00:08,-1.4658
2018/01/01 18:00:09,-1.4658
2018/01/01 18:00:10,-1.0843
2018/01/01 18:00:11,-1.2751
2018/01/01 18:00:12,-1.2751
2018/01/01 18:00:13,-1.2751
2018/01/01 18:00:14,-1.2751
2018/01/01 18:00:15,-1.2751
2018/01/01 18:00:16,-1.0843
2018/01/01 18:00:17,-0.89363
2018/01/01 18:00:18,-0.5122
2018/01/01 18:00:19,-0.32149
2018/01/01 18:00:20,-0.13077
2018/01/01 18:00:21,0.44137
2018/01/01 18:00:22,0.44137
2018/01/01 18:00:23,0.25065
2018/01/01 18:00:24,0.059938
2018/01/01 18:00:25,0.44137
2018/01/01 18:00:26,0.44137
2018/01/01 18:00:27,0.25065
2018/01/01 18:00:28,0.25065
2018/01/01 18:00:29,0.25065
2018/01/01 18:00:30,0.44137
2018/01/01 18:00:31,0.44137
2018/01/01 18:00:32,0.44137
2018/01/01 18:00:33,0.25065
2018/01/01 18:00:34,0.25065
2018/01/01 18:00:35,-0.13077
2018/01/01 18:00:36,0.44137
2018/01/01 18:00:37,1.0135
2018/01/01 18:00:38,1.0135
2018/01/01 18:00:39,1.0135
2018/01/01 18:00:40,1.2042
2018/01/01 18:00:41,1.3949
2018/01/01 18:00:42,1.5856
2018/01/01 18:00:43,1.2042
2018/01/01 18:00:44,0.25065
2018/01/01 18:00:45,-0.32149
2018/01/01 18:00:46,-0.70291
2018/01/01 18:00:47,-1.0843
2018/01/01 18:00:48,-1.2751
2018/01/01 18:00:49,-0.70291
2018/01/01 18:00:50,-0.5122
2018/01/01 18:00:51,-1.0843
2018/01/01 18:00:52,-1.6565
2018/01/01 18:00:53,-1.8472
2018/01/01 18:00:54,-1.4658
2018/01/01 18:00:55,-0.70291
2018/01/01 18:00:56,0.059938
2018/01/01 18:00:57,0.25065
2018/01/01 18:00:58,0.25065
2018/01/01 18:00:59,0.059938
2018/01/01 18:01:00,0.059938
2018/01/01 18:01:01,0.25065
2018/01/01 18:01:02,0.25065
2018/01/01 18:01:03,0.059938
2018/01/01 18:01:04,-0.32149
2018/01/01 18:01:05,-0.13077
2018/01/01 18:01:06,-0.13077
2018/01/01 18:01:07,0.059938
2018/01/01 18:01:08,0.059938
2018/01/01 18:01:09,0.059938
