time,data
2018/01/01 20:00:00,1.3424
2018/01/01 20:00:01,2.0666
2018/01/01 20:00:02,2.0666
2018/01/01 20:00:03,2.0666
2018/01/01 20:00:04,0.98026
2018/01/01 20:00:05,0.25606
2018/01/01 20:00:06,-0.6492
2018/01/01 20:00:07,-1.1923
2018/01/01 20:00:08,-1.3734
2018/01/01 20:00:09,-1.3734
2018/01/01 20:00:10,-1.0113
2018/01/01 20:00:11,-1.0113
2018/01/01 20:00:12,-1.5544
2018/01/01 20:00:13,-1.9166
2018/01/01 20:00:14,-1.9166
2018/01/01 20:00:15,-1.5544
2018/01/01 20:00:16,-1.1923
2018/01/01 20:00:17,-0.83025
2018/01/01 20:00:18,-0.6492
2018/01/01 20:00:19,-0.28709
2018/01/01 20:00:20,-0.10604
2018/01/01 20:00:21,0.25606
2018/01/01 20:00:22,0.43711
2018/01/01 20:00:23,0.43711
2018/01/01 20:00:24,0.43711
2018/01/01 20:00:25,0.43711
2018/01/01 20:00:26,0.43711
2018/01/01 20:00:27,0.25606
2018/01/01 20:00:28,0.25606
2018/01/01 20:00:29,0.25606
2018/01/01 20:00:30,0.25606
2018/01/01 20:00:31,-0.10604
2018/01/01 20:00:32,0.075007
2018/01/01 20:00:33,0.25606
2018/01/01 20:00:34,0.075007
2018/01/01 20:00:35,-0.10604
2018/01/01 20:00:36,0.075007
2018/01/01 20:00:37,0.25606
2018/01/01 20:00:38,0.61816
2018/01/01 20:00:39,0.98026
2018/01/01 20:00:40,1.5234
2018/01/01 20:00:41,2.0666
2018/01/01 20:00:42,1.8855
2018/01/01 20:00:43,1.1613
2018/01/01 20:00:44,-0.10604
2018/01/01 20:00:45,-0.6492
2018/01/01 20:00:46,-1.0113
2018/01/01 20:00:47,-1.1923
2018/01/01 20:00:48,-1.3734
2018/01/01 20:00:49,-1.0113
2018/01/01 20:00:50,-0.46815
2018/01/01 20:00:51,-0.83025
2018/01/01 20:00:52,-1.3734
2018/01/01 20:00:53,-1.7355
2018/01/01 20:00:54,-1.0113
2018/01/01 20:00:55,-0.46815
2018/01/01 20:00:56,0.25606
2018/01/01 20:00:57,0.61816
2018/01/01 20:00:58,0.43711
2018/01/01 20:00:59,0.43711
2018/01/01 20:01:00,0.43711
2018/01/01 20:01:01,0.61816
2018/01/01 20:01:02,0.61816
2018/01/01 20:01:03,0.43711
2018/01/01 20:01:04,0.43711
2018/01/01 20:01:05,0.25606
2018/01/01 20:01:06,0.25606
2018/01/01 20:01:07,0.43711
2018/01/01 20:01:08,0.79921
2018/01/01 20:01:09,0.79921
