time,data
2018/01/01 16:00:00,0.6445
2018/01/01 16:00:01,1.2038
2018/01/01 16:00:02,1.9495
2018/01/01 16:00:03,2.1359
2018/01/01 16:00:04,2.1359
2018/01/01 16:00:05,1.3902
2018/01/01 16:00:06,0.45807
2018/01/01 16:00:07,-0.66048
2018/01/01 16:00:08,-1.2198
2018/01/01 16:00:09,-1.4062
2018/01/01 16:00:10,-1.2198
2018/01/01 16:00:11,-0.8469
2018/01/01 16:00:12,-0.8469
2018/01/01 16:00:13,-1.4062
2018/01/01 16:00:14,-1.779
2018/01/01 16:00:15,-1.5926
2018/01/01 16:00:16,-1.2198
2018/01/01 16:00:17,-0.8469
2018/01/01 16:00:18,-0.47405
2018/01/01 16:00:19,-0.47405
2018/01/01 16:00:20,-0.28763
2018/01/01 16:00:21,0.085223
2018/01/01 16:00:22,0.27165
2018/01/01 16:00:23,0.45807
2018/01/01 16:00:24,0.45807
2018/01/01 16:00:25,0.45807
2018/01/01 16:00:26,0.45807
2018/01/01 16:00:27,0.45807
2018/01/01 16:00:28,0.27165
2018/01/01 16:00:29,0.085223
2018/01/01 16:00:30,0.085223
2018/01/01 16:00:31,0.085223
2018/01/01 16:00:32,0.085223
2018/01/01 16:00:33,0.27165
2018/01/01 16:00:34,0.085223
2018/01/01 16:00:35,0.085223
2018/01/01 16:00:36,0.085223
2018/01/01 16:00:37,0.6445
2018/01/01 16:00:38,1.0173
2018/01/01 16:00:39,1.3902
2018/01/01 16:00:40,1.2038
2018/01/01 16:00:41,1.2038
2018/01/01 16:00:42,1.763
2018/01/01 16:00:43,2.1359
2018/01/01 16:00:44,1.763
2018/01/01 16:00:45,0.6445
2018/01/01 16:00:46,-0.1012
2018/01/01 16:00:47,-0.66048
2018/01/01 16:00:48,-1.2198
2018/01/01 16:00:49,-1.2198
2018/01/01 16:00:50,-0.66048
2018/01/01 16:00:51,-0.66048
2018/01/01 16:00:52,-1.4062
2018/01/01 16:00:53,-1.9655
2018/01/01 16:00:54,-1.779
2018/01/01 16:00:55,-1.4062
2018/01/01 16:00:56,-0.47405
2018/01/01 16:00:57,0.085223
2018/01/01 16:00:58,0.45807
2018/01/01 16:00:59,0.27165
2018/01/01 16:01:00,-0.28763
2018/01/01 16:01:01,-0.1012
2018/01/01 16:01:02,0.085223
2018/01/01 16:01:03,0.27165
2018/01/01 16:01:04,0.085223
2018/01/01 16:01:05,-0.1012
2018/01/01 16:01:06,-0.1012
2018/01/01 16:01:07,-0.1012
2018/01/01 16:01:08,-0.1012
2018/01/01 16:01:09,-0.1012
