time,data
2018/01/01 17:00:00,0.8053
2018/01/01 17:00:01,1.4248
2018/01/01 17:00:02,1.2183
2018/01/01 17:00:03,1.8377
2018/01/01 17:00:04,1.4248
2018/01/01 17:00:05,0.59882
2018/01/01 17:00:06,-0.64011
2018/01/01 17:00:07,-0.8466
2018/01/01 17:00:08,-0.8466
2018/01/01 17:00:09,-0.43362
2018/01/01 17:00:10,-0.43362
2018/01/01 17:00:11,-1.2596
2018/01/01 17:00:12,-1.879
2018/01/01 17:00:13,-2.292
2018/01/01 17:00:14,-2.0855
2018/01/01 17:00:15,-1.0531
2018/01/01 17:00:16,-0.64011
2018/01/01 17:00:17,-0.8466
2018/01/01 17:00:18,-0.8466
2018/01/01 17:00:19,-0.22714
2018/01/01 17:00:20,0.39233
2018/01/01 17:00:21,0.8053
2018/01/01 17:00:22,0.39233
2018/01/01 17:00:23,0.18584
2018/01/01 17:00:24,-0.020649
2018/01/01 17:00:25,-0.020649
2018/01/01 17:00:26,0.18584
2018/01/01 17:00:27,0.39233
2018/01/01 17:00:28,0.39233
2018/01/01 17:00:29,-0.020649
2018/01/01 17:00:30,-0.020649
2018/01/01 17:00:31,-0.020649
2018/01/01 17:00:32,-0.020649
2018/01/01 17:00:33,0.39233
2018/01/01 17:00:34,0.39233
2018/01/01 17:00:35,0.39233
2018/01/01 17:00:36,0.59882
2018/01/01 17:00:37,0.8053
2018/01/01 17:00:38,0.59882
2018/01/01 17:00:39,0.59882
2018/01/01 17:00:40,0.18584
2018/01/01 17:00:41,-0.020649
2018/01/01 17:00:42,0.18584
2018/01/01 17:00:43,1.8377
2018/01/01 17:00:44,2.4572
2018/01/01 17:00:45,1.4248
2018/01/01 17:00:46,0.39233
2018/01/01 17:00:47,-1.2596
2018/01/01 17:00:48,-1.2596
2018/01/01 17:00:49,-0.43362
2018/01/01 17:00:50,0.18584
2018/01/01 17:00:51,-0.22714
2018/01/01 17:00:52,-1.2596
2018/01/01 17:00:53,-2.0855
2018/01/01 17:00:54,-2.0855
2018/01/01 17:00:55,-1.879
2018/01/01 17:00:56,-1.0531
2018/01/01 17:00:57,-0.43362
2018/01/01 17:00:58,-0.22714
2018/01/01 17:00:59,-0.22714
2018/01/01 17:01:00,-0.020649
2018/01/01 17:01:01,0.39233
2018/01/01 17:01:02,1.0118
2018/01/01 17:01:03,1.0118
2018/01/01 17:01:04,1.0118
2018/01/01 17:01:05,1.0118
2018/01/01 17:01:06,0.59882
2018/01/01 17:01:07,0.59882
2018/01/01 17:01:08,0.39233
2018/01/01 17:01:09,0.39233
