time,data
2018/01/01 15:00:00,0.61165
2018/01/01 15:00:01,1.3174
2018/01/01 15:00:02,2.0231
2018/01/01 15:00:03,2.2584
2018/01/01 15:00:04,2.0231
2018/01/01 15:00:05,1.7879
2018/01/01 15:00:06,0.3764
2018/01/01 15:00:07,-0.79984
2018/01/01 15:00:08,-1.5056
2018/01/01 15:00:09,-1.9761
2018/01/01 15:00:10,-1.2703
2018/01/01 15:00:11,-0.79984
2018/01/01 15:00:12,-1.2703
2018/01/01 15:00:13,-1.5056
2018/01/01 15:00:14,-1.9761
2018/01/01 15:00:15,-1.5056
2018/01/01 15:00:16,-1.0351
2018/01/01 15:00:17,-0.79984
2018/01/01 15:00:18,-0.32935
2018/01/01 15:00:19,-0.32935
2018/01/01 15:00:20,0.14115
2018/01/01 15:00:21,0.3764
2018/01/01 15:00:22,0.61165
2018/01/01 15:00:23,0.84689
2018/01/01 15:00:24,0.61165
2018/01/01 15:00:25,0.61165
2018/01/01 15:00:26,0.3764
2018/01/01 15:00:27,0.3764
2018/01/01 15:00:28,0.14115
2018/01/01 15:00:29,0.14115
2018/01/01 15:00:30,0.14115
2018/01/01 15:00:31,0.14115
2018/01/01 15:00:32,0.14115
2018/01/01 15:00:33,0.3764
2018/01/01 15:00:34,0.14115
2018/01/01 15:00:35,0.14115
2018/01/01 15:00:36,0.14115
2018/01/01 15:00:37,0.61165
2018/01/01 15:00:38,1.0821
2018/01/01 15:00:39,1.3174
2018/01/01 15:00:40,0.3764
2018/01/01 15:00:41,0.3764
2018/01/01 15:00:42,1.5526
2018/01/01 15:00:43,2.0231
2018/01/01 15:00:44,1.5526
2018/01/01 15:00:45,0.14115
2018/01/01 15:00:46,-0.5646
2018/01/01 15:00:47,-1.2703
2018/01/01 15:00:48,-1.5056
2018/01/01 15:00:49,-0.79984
2018/01/01 15:00:50,-0.094099
2018/01/01 15:00:51,-0.094099
2018/01/01 15:00:52,-0.79984
2018/01/01 15:00:53,-1.5056
2018/01/01 15:00:54,-1.7408
2018/01/01 15:00:55,-1.0351
2018/01/01 15:00:56,-0.094099
2018/01/01 15:00:57,0.61165
2018/01/01 15:00:58,0.61165
2018/01/01 15:00:59,0.3764
2018/01/01 15:01:00,0.3764
2018/01/01 15:01:01,0.14115
2018/01/01 15:01:02,0.14115
2018/01/01 15:01:03,-0.094099
2018/01/01 15:01:04,-0.32935
2018/01/01 15:01:05,-0.5646
2018/01/01 15:01:06,-0.5646
2018/01/01 15:01:07,-0.5646
2018/01/01 15:01:08,-0.32935
2018/01/01 15:01:09,-0.094099
